Rank,Sample ID,Sample Name,Average_ZAUC,CUACC1_ZAUC,CUACC2_ZAUC,H295R_ZAUC,CUACC1_AUC,CUACC2_AUC,H295R_AUC,CUACC1_IC50,CUACC2_IC50,H295R_IC50,IC50_n,Primary MOA,Gene Symbol
690,NCGC00168085-26,Vorinostat (SAHA),-0.3489468354777765,-0.49430693737103093,-0.44127761776621444,-0.11125595129608405,415.334,473.737,472.83,,,0.001456,1,HDAC Inhibitor,HDAC1
691,NCGC00346634-02,WAY-600,-0.34765116063346135,-0.16284522554477185,-0.45743140442507485,-0.4226768519305374,441.957,472.116,445.872,,,,0,mTOR Inhibitor,MTOR
692,NCGC00015735-18,Niclosamide,-0.3461708299367356,-0.5536321470338083,-0.46778537378877344,-0.017094968987625147,410.569,471.077,480.981,,,3.177668,1,STAT-3 Inhibitor,STAT3
693,NCGC00161599-13,Troglitazone,-0.34392386912267725,-1.0728677963488424,-0.07274008647814408,0.11383627545895468,368.864,510.719,492.315,,,46.1,1,CCL2 Expression Inhibitor,CCL2
694,NCGC00378965-05,XMD17-109,-0.3436481102586163,-0.3958133941092822,-0.2396592268457603,-0.3954717098208064,423.245,493.969,448.227,,,,0,ERK5 Inhibitor,ERK5
695,NCGC00346478-06,AST-1306,-0.343497094500696,-1.511438590804456,0.1585151715141482,0.32243213578822,333.638,533.925,510.372,,,,0,HER2/4 Inhibitor,ERBB2
696,NCGC00346582-03,Mubritinib,-0.343207769874145,-2.360069218513635,0.7740033426499743,0.5564425662412258,265.476,595.688,530.629,,,35.167558,1,HER2 Inhibitor,ERBB2
697,NCGC00263185-09,Dacomitinib,-0.342356475182902,-0.5160823396166131,-0.24556866268086475,-0.26541842325122816,413.585,493.376,459.485,,,,0,EGFR Inhibitor,EGFR
698,NCGC00241104-09,Doramapimod,-0.34187055352941487,-1.0125714709769993,-0.19025116129694564,0.17721097168570035,373.707,498.927,497.801,,,22.193144,1,p38 MAPK Inhibitor,MAPK14
699,NCGC00186465-06,MK-2206,-0.34154491690283206,-0.16372918984404894,0.047501486517417306,-0.9084070473818646,441.886,522.785,403.825,,,,0,AKT Inhibitor,AKT1
700,NCGC00386427-01,Poziotinib,-0.34130371881651667,-0.6826784845269225,0.14368677265641666,-0.4849194445790442,400.204,532.437,440.484,,,,0,EGFR Inhibitor,EGFR
701,NCGC00166035-05,Demecolcine,-0.34112750911862577,0.28068074906735546,-0.5504078569402903,-0.7536554194829425,477.581,462.786,417.221,0.001529,0.604106,0.13124,3,Tubulin polymerization Inhibitor,TUBB
702,NCGC00346676-04,CCT-137690,-0.33992075409921196,0.04817323795458101,-0.40003115078224094,-0.6679043494699759,458.906,477.876,424.644,,,,0,Aurora-A/B/C Kinase Inhibitor,AURKA
703,NCGC00024994-12,Selegiline hydrochloride,-0.33962106964888134,0.15477186232660653,-0.6083362726392126,-0.5652987986340379,467.468,456.973,433.526,0.001714,13.462544,,2,MAO-B Inhibitor,MAOB
704,NCGC00489906-01,VU0661013,-0.3379417234648912,-1.0988264662642442,0.5166887681167073,-0.43168747224713666,366.779,569.867,445.092,,,,0,Mcl-1 Inhibitor,MCL1
705,NCGC00345840-03,Merck-22-6,-0.337682111353796,-0.1342222125301393,-0.3906238869907763,-0.4882002345404724,444.256,478.82,440.2,,,,0,AKT Inhibitor,AKT1
706,NCGC00167524-02,Amorolfine hydrochloride,-0.3353775553442802,0.0832205548907234,-0.137614331480722,-0.951738889442842,461.721,504.209,400.074,,0.233715,,1,Antifungal Agent,
707,NCGC00015205-10,PK 11195,-0.3315623051612123,0.4622793866625852,0.22065891833996631,-1.6776252204861886,492.167,540.161,337.238,,46.1,,1,,NR1I3
708,NCGC00483922-01,AZD-3759,-0.32986438678763075,-2.4661573846283313,0.9165174098975736,0.5600468143678655,256.955,609.989,530.941,0.966331,,,1,EGFR Inhibitor,EGFR
709,NCGC00346453-03,BMS-754807,-0.32919321509533817,0.6263232402862492,-0.3759150719948001,-1.2379878135774636,505.343,480.296,375.295,,,0.531922,1,IGF-1R Inhibitor,IGFR1
710,NCGC00182713-18,Canertinib,-0.32899811681577673,-0.14652301151163438,-0.2035150046300382,-0.6369563343056577,443.268,497.596,427.323,,,,0,EGFR Inhibitor,EGFR
711,NCGC00346552-08,PD-318088,-0.3288798282139467,-0.48193143718114656,-1.1103393589686854,0.6056313115079919,416.328,406.598,534.887,2.825557,,0.00405,2,Mek 1/2 Inhibitor,MAP2K1
712,NCGC00249684-04,VX-702,-0.3266567077679669,-0.07578096716663907,-0.7757437137756659,-0.12844544236159583,448.95,440.174,471.342,0.002757,,0.01626,2,p38 MAPK Inhibitor,MAPK14
713,NCGC00420704-02,AT-IAP,-0.3246961226238359,-0.07488455266596328,-0.6668127810378498,-0.23239103416769463,449.022,451.105,462.344,,,,0,IAP Inhibitor,XIAP
714,NCGC00346505-02,Epothilone A,-0.3235347859694557,0.08445312482915243,0.5062152148912533,-1.5612726976287727,461.82,568.816,347.31,,,0.020379,1,Tubulin depolymerization Inhibitor,TUBB
715,NCGC00263162-08,RO-4929097,-0.3234812050212717,-0.5189583361396145,-0.18417231499102094,-0.2673129639331796,413.354,499.537,459.321,,,,0,g-Secretase Inhibitor,NOTCH1
716,NCGC00188690-09,Prasugrel,-0.32293518132395493,0.4553446244837469,-0.42095832658952387,-1.003191841866088,491.61,475.776,395.62,46.1,,0.003953,2,P2Y12 (P2T) Antagonist,P2RY12
717,NCGC00249389-22,LDN-193189,-0.32291920486313486,-0.2597077924233463,-0.2024586805178611,-0.5065911416481972,434.177,497.702,438.608,,,,0,ALK2 Inhibitor,ACVR1
718,NCGC00092309-06,SKI-II,-0.32287986079756126,-0.6462616454369697,-0.2222697402820892,-0.10010819667362475,403.129,495.714,473.795,,,21.503091,1,Sphingosine Kinase Inhibitor,SPHK1
719,NCGC00346710-03,Bindarit,-0.3222662407781087,-0.48946380902710207,-0.5761881444705005,0.09885323116327642,415.723,460.199,491.018,,,,0,non-steroidal antiinflammatory,
720,NCGC00165952-05,XCT-790,-0.3222064044387561,-0.06162508817680108,-0.30411492833219284,-0.6008791968072744,450.087,487.501,430.446,0.001734,,0.001091,2,"Estrogen-Related Receptor alpha (ERRalpha, ERR1) Inverse Agonist",ESR1
721,NCGC00095709-08,Tanshinone IIA,-0.32217191281831375,-0.2750464405460207,-0.3911520490468649,-0.30031724886205574,432.945,478.767,456.464,,,,0,TNF-alpha Production Inhibitor,TNF
722,NCGC00507889-01,Mivebresib (ABBV-075),-0.32087257471669417,-0.48702356955304066,-0.250122814749402,-0.22547133984763992,415.919,492.919,462.943,,,,0,Brd4 Inhibitor,BRD4
723,NCGC00162453-19,Trichostatin A,-0.3200874844042767,-0.4681988650388498,-0.5435417502111385,0.05147816203715823,417.431,463.475,486.917,,,,0,HDAC Inhibitor,HDAC1
724,NCGC00162288-12,Valproic acid sodium salt,-0.31805324028728943,-0.12911762995684647,-0.36259143673082994,-0.46245065417419184,444.666,481.633,442.429,,,,0,GSK-3 Inhibitor,GSK3B
725,NCGC00263183-02,MK-1775,-0.31719922969261194,-0.041194307682232555,0.12714433844685022,-1.0375477198424534,451.728,530.777,392.646,0.763562,16.519962,,2,Wee1 Kinase Inhibitor,WEE1
726,NCGC00346931-02,NVP-TAE226,-0.31712589856073753,-0.2531963370920492,-0.3521178835053749,-0.3460634750847885,434.7,482.684,452.504,,,2.661473,1,Focal Adhesion Kinase (FAK) Inhibitor,PTK2
727,NCGC00378431-08,BQU-57,-0.31591621273416204,0.056216068057866456,-0.9616168962315927,-0.04234781002875984,459.552,421.522,478.795,,,,0,Ral GTPase Inhibitor,RALA
728,NCGC00161419-06,Trimetrexate,-0.31564052809868526,-0.10563655011970066,-0.4217156910473115,-0.4195693431290436,446.552,475.7,446.141,3.460223,,46.1,2,Dihydrofolate Reductase (DHFR) Inhibitor,DHFR
729,NCGC00015598-16,beta-Lapachone,-0.3105379998954562,-1.5134181728267817,-0.02747759480353462,0.6092817679439477,333.479,515.261,535.203,,,,0,"Tryptophan 2,3-Dioxygenase (TDO) Inhibitor",TDO2
730,NCGC00183848-01,Troxacitabine,-0.30833691943922836,-0.3932113020170428,-0.6672612205194346,0.13546176421879227,423.454,451.06,494.187,,,,0,DNA Polymerase Inhibitor,POLB
731,NCGC00346635-10,WYE-125132,-0.30828415101650597,-0.6320061648359457,0.02328575451184721,-0.3161320427254194,404.274,520.355,455.095,1.567647,0.322993,,2,mTORC1/2 Inhibitor,MTOR
732,NCGC00488701-03,BAY-876,-0.3062000926493919,0.0613704514367519,-0.7493356109712367,-0.2306351184136909,459.966,442.824,462.496,46.1,,38.30595,2,"Solute Carrier Family 2, Facilitated Glucose Transporter Member 1 (GLUT-1; SLC2A1) Inhibitor",SLC2A1
733,NCGC00390536-02,Aldoxorubicin hydrochlorid,-0.3047943313262007,-1.2342971076788676,0.20993623206918782,0.10997788163107766,355.898,539.085,491.981,,,,0,DNA-Intercalating Drugs,
734,NCGC00250402-05,Dapagliflozin,-0.3027874595374229,0.10823300949985684,-1.148117893961738,0.1315225058496124,463.73,402.807,493.846,,0.196262,,1,SGLT-2 Inhibitor,SCL5A2
735,NCGC00167831-05,SN-38,-0.3003677882511739,-0.6706391397747913,-0.705418437741381,0.47495421276265065,401.171,447.231,523.575,,,1.340326,1,DNA Topoisomerase I Inhibitor,TOP1
736,NCGC00163424-11,Tanespimycin,-0.2994674216324559,-0.2704025154244645,-0.9989968183521256,0.3709970688792225,433.318,417.771,514.576,,,,0,Heat Shock Protein 90 (hsp90) Inhibitor,HSP90AB1
737,NCGC00509996-01,Vadadustat,-0.2990184554928315,0.05216975260342671,-0.6829864983403356,-0.26623862074158555,459.227,449.482,459.414,,,,0,HIF Prolyl Hydroxylase Inhibitor,HIF1A
738,NCGC00402372-02,AZ-82,-0.2977381213484446,-0.036537932359278345,-0.7042026684801959,-0.15247376320585945,452.102,447.353,469.262,,,,0,Kinesin-Like Spindle Protein Inhibitor,KIF11
739,NCGC00386295-01,KPT-276,-0.29766436527192064,-0.08271572934547812,-0.5068295046520762,-0.30344786181820754,448.393,467.159,456.193,46.1,,46.1,2,Exportin-1 Antagonist,XPO1
740,NCGC00346534-03,MC-1568,-0.29589405065675056,-0.33423469799341743,-0.05247062191051784,-0.5009768320663165,428.191,512.753,439.094,,,,0,HDAC Inhibitor,HDAC2
741,NCGC00242492-04,BIBR-1532,-0.2954858729925636,-0.04540247575484958,-0.45994266552194896,-0.3811124777008924,451.39,471.864,449.47,,,,0,Telomerase Inhibitor,TERT
742,NCGC00016418-23,Methoxsalen,-0.2948004417788137,-0.4400738600801477,-0.3554363356691015,-0.08889112958719195,419.69,482.351,474.766,,,,0,Cytochrome P450 CYP1A2 Inhibitor,CYP1A2
743,NCGC00263621-12,I-BET762,-0.29184139304526835,-0.40173968997486076,-0.17776461306526678,-0.2960198760956776,422.769,500.18,456.836,,46.1,46.1,2,Brd4 Inhibitor,BRD4
744,NCGC00346679-10,GW-788388,-0.29166457264158085,-0.32209575163009957,-0.20958388561415012,-0.3433140806804929,429.166,496.987,452.742,,,,0,TGF-bR1 (ALK5) Inhibitor,TGBR1
745,NCGC00345818-01,Ximelagatran,-0.2911741714217154,0.16740881674585487,-0.9675661933539488,-0.07336513765705233,468.483,420.925,476.11,,,10.914291,1,Thrombin Inhibitor,
746,NCGC00016991-07,Proparacaine,-0.2903216150038917,-0.9734031373780279,0.12198230174772008,-0.019544009381367293,376.853,530.259,480.769,,,,0,Sodium Channel Inhibitor,
747,NCGC00481403-01,AZD-3264,-0.2876816938890361,0.012279307323356164,-0.4704261840692162,-0.4048982049212481,456.023,470.812,447.411,0.001985,,,1,IKK beta Inhibitor,IKBKB
748,NCGC00346661-05,Cephalomannine,-0.28740030071914413,-0.09551453638290373,-0.025414773188245334,-0.7412715925862834,447.365,515.468,418.293,0.040251,,1.512378,2,Tubulin depolymerization Inhibitor,TUBB
749,NCGC00187983-01,Thiazovivin,-0.28575062351709724,-0.6746854552292303,-0.1715362869321468,-0.011030128389914594,400.846,500.805,481.506,,,,0,ROCK Inhibitor,ROCK1
750,NCGC00185850-16,BIX-01294,-0.2857444579068861,-1.1565705003494406,0.17171922291636307,0.12761790371241927,362.141,535.25,493.508,,,,0,EHMT2 Inhibitor,EHMT2
751,NCGC00345786-03,Compound 7,-0.28567519403396363,-0.35561169379425434,-0.3543002889824206,-0.147113599325216,426.474,482.465,469.726,,,46.1,1,HDAC Inhibitor,HDAC6
752,NCGC00262604-18,BKM-120,-0.2852176033356364,-0.6865629473631842,0.21388249950713223,-0.3829723621508571,399.892,539.481,449.309,,,,0,PI3Kalpha Inhibitor,PIK3CA
753,NCGC00165833-10,Entinostat,-0.284649835297477,-0.41628152520804534,0.04711283896671074,-0.4847808196510965,421.601,522.746,440.496,,46.1,,1,HDAC Inhibitor,HDAC1
754,NCGC00484067-03,Entrectinib,-0.2837573653616366,0.18193820177764075,-0.4777307649581394,-0.5554795329044112,469.65,470.079,434.376,,,,0,"TrkA/B/C,ROS1,ALK Inhibitor",NTRK1
755,NCGC00344549-05,Oxandrolone,-0.2821917100929437,-0.08241692451191952,-0.35413087851159925,-0.4100273272553123,448.417,482.482,446.967,0.001577,,,1,Synthetic Steroid,
756,NCGC00387832-02,17-AAG (KOS953),-0.2810393380001098,-0.564712826278273,-0.37669236709621323,0.098287179374157,409.679,480.218,490.969,,3.794576,,1,Heat Shock Protein 90 (hsp90) Inhibitor,
757,NCGC00482879-02,Tucatinib,-0.2802888506671143,-0.6583756913974909,-0.3165317193111807,0.1340408587073287,402.156,486.255,494.064,0.003346,,45.588795,2,HER2 Inhibitor,ERBB2
758,NCGC00521943-01,TAK-931,-0.2771593059952765,-0.9502955635828306,-0.419961794408225,0.5387794400052262,378.709,475.876,529.1,,,,0,CDK 7 Inhibitor,CDK7
759,NCGC00510232-02,LXS-196,-0.27601677468017105,-0.31663011321625684,-0.0859939644894233,-0.42542624633483295,429.605,509.389,445.634,,46.1,46.1,2,"PKC-alpha, PKC-theta Inhibitor",PRKCA
760,NCGC00492447-02,ARS-853,-0.27321036776916335,0.2661140134313742,-1.0568554767983576,-0.028889639940506737,476.411,411.965,479.96,0.001172,0.250853,46.1,3,KRAS (G12C) Inhibitor,KRAS
761,NCGC00345812-03,Ingenol mebutate,-0.2699153869916336,-0.6975066743922677,-0.1286455418490294,0.01640605526639624,399.013,505.109,483.881,,,,0,PKC Activator,PRKCA
762,NCGC00346628-05,LY-2608204,-0.2695673520506306,-0.1657834730747645,-0.11333880754427367,-0.5295797755328536,441.721,506.645,436.618,,,,0,Glucokinase Activator,GCK
763,NCGC00511354-01,TP-3654,-0.2693829487685803,-0.2658457417126955,-0.2807661793243524,-0.2615369252686931,433.684,489.844,459.821,0.001604,46.1,,2,Pim-1/3 kinase Inhibitor,PIM1
764,NCGC00165811-08,IMD-0354,-0.2653948684266443,-0.31843539241900715,-0.25371033060207876,-0.22403888225884702,429.46,492.559,463.067,,,,0,IKK beta Inhibitor,IKBKB
765,NCGC00511370-01,ACY-738,-0.2641455211081118,-0.39763112351343044,-0.1910982136510503,-0.20370722615985468,423.099,498.842,464.827,,,18.270777,1,HDAC Inhibitor,HDAC1
766,NCGC00507884-01,WNK-463,-0.2639337995816167,-0.9180121913571049,0.2110124868249904,-0.08480169421273569,381.302,539.193,475.12,,,20.532943,1,WNK kinase Inhibitor,WNK1
767,NCGC00345858-03,Takeda-6d,-0.26312721903839653,-0.8099195428172871,-0.04280425975191644,0.063342145454014,389.984,513.723,487.944,,0.001132,0.00129,2,VEGFR-2 Inhibitor,FLT1
768,NCGC00346699-02,TAK-285,-0.2628026623687114,0.1259620962909993,-0.4597632897293148,-0.4546067936678188,465.154,471.882,443.108,,,,0,EGFR Inhibitor,EGFR
769,NCGC00483927-02,ARV-825,-0.2619156958340061,-0.15190149851568843,-0.33856504583970615,-0.2952805431466237,442.836,484.044,456.9,16.930704,0.084225,29.111229,3,Brd4 Inhibitor,BRD4
770,NCGC00346955-02,A-770041,-0.26133532047676306,-0.4603925887621316,-0.06454859194786462,-0.2590647807202929,418.058,511.541,460.035,,,,0,Lck Kinase Inhibitor,LCK
771,NCGC00346498-01,Danoprevir,-0.26123824915389093,-0.5097451871048913,-0.15287123917641282,-0.12109832118036874,414.094,502.678,471.978,,,,0,HCV Protease Inhibitor,
772,NCGC00163415-09,Parthenolide,-0.26122485590187233,-0.9904350128908671,0.04438234078995092,0.16237810439529912,375.485,522.472,496.517,,,,0,NF-kappaB Activation Modulator,NFKB1
773,NCGC00167977-09,Bicalutamide,-0.2609072470753207,-0.008599680421550255,-0.36308970282147907,-0.4110323579829328,454.346,481.583,446.88,,,,0,Androgen Receptor Antagonist,AR
774,NCGC00387863-04,Torkinib,-0.2560905633727714,-0.6758682243620667,0.023196066615530135,-0.11559953237177761,400.751,520.346,472.454,,8.761032,,1,mTOR Inhibitor,MTOR
775,NCGC00015300-11,Vanoxeamine,-0.25390096032688775,0.19750095352548375,-0.2762817845085061,-0.682922049997641,470.9,490.294,423.344,,,,0,Dopamine Reuptake Inhibitor,
776,NCGC00346707-05,Lonafarnib,-0.25220990269442045,-0.19307431453978205,-0.07082674469004954,-0.49272864885342976,439.529,510.911,439.808,,,,0,Farnesyltransferase Inhibitor,COX10
777,NCGC00091544-23,Estradiol,-0.2519748472141245,-0.2256315911962697,-0.40226338286835106,-0.1280295675777528,436.914,477.652,471.378,0.001774,,,1,Estrogen Receptor (ER) Agonist,ESR1
778,NCGC00390693-06,ELR-510444,-0.24945686203067627,0.6332704526664862,-0.11180414798507293,-1.269836890773442,505.901,506.799,372.538,0.009951,0.07786,0.097417,3,Tubulin polymerization Inhibitor,TUBB
779,NCGC00346504-07,Avagacestat,-0.2492337446324016,-0.1722949284060623,-0.4233599691464548,-0.15204633634468773,441.198,475.535,469.299,0.001435,,46.1,2,g-Secretase Inhibitor,NOTCH1
780,NCGC00390770-02,Arglabin,-0.2479028443440284,-0.10493933884139751,-0.08970106420385647,-0.5490681299868312,446.608,509.017,434.931,,,,0,Farnesyltransferase Inhibitor,COX10
781,NCGC00347284-02,XL647,-0.2469040344014255,-0.7179374548868355,-0.03175271786130793,0.008978069543866932,397.372,514.832,483.238,,,,0,,EGFR
782,NCGC00346450-01,Triciribine phosphate,-0.2465473180600185,-0.32629146950131793,-0.5375027651924654,0.12415228051372788,428.829,464.081,493.208,38.571832,19.486965,10.184089,3,AKT Inhibitor,AKT1
783,NCGC00263084-02,Hh-Ag1.5,-0.2449135904540567,-0.1453900431843913,-0.18981268713717417,-0.39953804104060464,443.359,498.971,447.875,,,,0,Smoothened (Smo) receptor Agonist,SMO
784,NCGC00015823-23,Piroxicam,-0.24334077516790775,-0.28098518661299726,-0.23219520080782904,-0.21684193808289695,432.468,494.718,463.69,,,,0,Cyclooxygenase Inhibitor,PTGS1
785,NCGC00347943-09,GSK-J1,-0.23847898665545297,-0.4917421958829862,-0.3153857073026865,0.09169094321931377,415.54,486.37,490.398,,,,0,H3K27 Histone Demethylases UTX and JMJD3 Inhibitor,KDM6B
786,NCGC00390520-02,Vinflunine (Tartrate),-0.23828409452929517,0.1574611058286339,0.14569976766264103,-1.0180131570791604,467.684,532.639,394.337,46.1,,2.616417,2,Tubulin polymerization inhibitor,
787,NCGC00016610-12,Tolnaftate,-0.23734642844813097,-0.3403103962757753,-0.20862721472010284,-0.1631016743485148,427.703,497.083,468.342,,,46.1,1,Fungal Squalene Monooxygenase Inhibitor,
788,NCGC00164622-16,Voriconazole,-0.23642295032550462,-0.5726311543675751,-0.04999922210089648,-0.0866384745080423,409.043,513.001,474.961,0.034098,,,1,Lanosterol 14alpha-demethylase Inhibitor,CYP51A1
789,NCGC00346943-03,GSK-923295,-0.23585702481219745,-0.3822551247865614,0.31832903742910146,-0.6436449870791324,424.334,549.962,426.744,,,,0,Centromere Associated Protein (CENP) Inhibitor,CENPE
790,NCGC00510921-01,Lucanthone,-0.23538781924835808,-0.10530039468194742,-0.2904724027702065,-0.31039066029292034,446.579,488.87,455.592,,,,0,DNA Topoisomerase II Inhibitor,TOP2A
791,NCGC00344509-02,AC-265347,-0.23474717122240968,-0.4201784382457051,-0.0669900957920477,-0.2170729796294762,421.288,511.296,463.67,46.1,,29.192928,2,Calcium-Sensing Receptor (CaSR) Agonist,CASR
792,NCGC00484075-02,AZD-8835,-0.23371558942574946,-0.8412193491325484,-0.1418695238948698,0.2819421047501698,387.47,503.782,506.867,,9.382178,,1,PI3Ka/d Inhibitor,PIK3CA
793,NCGC00346567-12,AZD-8330,-0.233191252732535,-1.4934729501867456,0.012722513390075085,0.7811766785990656,335.081,519.295,550.083,,1.126226,,1,MEK Inhibitor,MAP2K1
794,NCGC00390417-03,GSK-872,-0.23238077625510026,0.25453532613097896,-1.0448472640137019,0.09316960911742216,475.481,413.17,490.526,0.004597,1.235289,,2,RIP3 kinase Inhibitor,RIPK3
795,NCGC00387145-01,HA-130,-0.23189612284014918,-0.16803695952785194,-0.302191621222285,-0.2254597877703106,441.54,487.694,462.944,,,16.25142,1,ENPP2 (Autotaxin) Inhibitor,
796,NCGC00162399-13,KN-93,-0.23149437975583656,-0.23914005971339716,0.20803285560290602,-0.6633759351570185,435.829,538.894,425.036,,,,0,CaMKII inhibitor,
797,NCGC00390655-01,PTC-691,-0.23043159637478852,-4.639206093559967e-05,0.11117989290243614,-0.8024282899658661,455.033,529.175,412.999,,,,0,Polycomb Complex Protein BMI-1 Inhibitor,
798,NCGC00370909-03,BX-471,-0.23040696088042997,-0.5308856290791609,0.04354525375766013,-0.2038805073197891,412.396,522.388,464.812,,0.080225,7.184304,2,Chemokine CCR1 Receptor Antagonist,CCR1
799,NCGC00346503-01,Perifosine,-0.22977424166463695,-0.45923472003209187,0.15825607314701087,-0.38834407810882987,418.151,533.899,448.844,,,,0,PI3K kinase Activator,PIK3CA
800,NCGC00387039-04,Taselisib (GDC-0032),-0.22885776865185603,-0.506620186553924,0.1045031272877319,-0.2844562466893759,414.345,528.505,457.837,1.01807,46.1,12.560218,3,PI3Kalpha Inhibitor,PIK3CA
801,NCGC00015917-09,SB-206553,-0.22849074714051862,-0.003059340799318235,-0.2781154037220963,-0.4042974969001413,454.791,490.11,447.463,,7.513855,,1,5-HT2B Receptor Antagonist,HTR1A
802,NCGC00163318-03,Suramin sodium,-0.22633300413462787,-0.4373597161753237,-0.3012847769373026,0.05964548070874271,419.908,487.785,487.624,0.005961,0.001552,0.017724,3,Fibroblast Growth Factor (FGF) Inhibitor,FGF2
803,NCGC00015647-31,Nocodazole,-0.22435236251780724,0.5076230201551012,-0.022355419391656625,-1.1583246883168663,495.809,515.775,382.191,,0.273806,0.148882,2,Tubulin Polymerization Inhibitor,TUBB
